"Que deviennent les diplômés de cette formation ?","FORMATION_DEBOUCHES"
"Quels métiers exercent les personnes ayant suivi cette formation ?","FORMATION_DEBOUCHES"
"Dans quels domaines travaillent les diplômés de cette formation ?","FORMATION_DEBOUCHES"
"Quels débouchés professionnels sont possibles après les études ?","FORMATION_DEBOUCHES"
"Quelles possibilités d'emploi offre cette formation ?","FORMATION_DEBOUCHES"
"Quelles possibilités de carrière offre cette formation ?","FORMATION_DEBOUCHES"
"Quels métiers puis-je envisager après cette formation ?","FORMATION_DEBOUCHES"
"Quel métier pourrais-je exercer après cette formation ?","FORMATION_DEBOUCHES"
"Quels emplois pourrais-je rechercher après cette formation ?","FORMATION_DEBOUCHES"
"Dans quel domaine pourrais-je travailler après cette formation ?","FORMATION_DEBOUCHES"
"Quels postes pourrais-je occuper après mes études dans cette filière ?","FORMATION_DEBOUCHES"
"Quels métiers puis-je viser avec cette formation ?","FORMATION_DEBOUCHES"
"Quels secteurs professionnels puis-je intégrer après cette formation ?","FORMATION_DEBOUCHES"
"Quels métiers sont accessibles aux étudiants diplômés de cette formation ?","FORMATION_DEBOUCHES"
"Quels débouchés professionnels sont accessibles après cette formation ?","FORMATION_DEBOUCHES"
"Quels métiers peut-on viser en ayant suivi cette formation ?","FORMATION_DEBOUCHES"
"Quels emplois peut-on viser après cette formation ?","FORMATION_DEBOUCHES"
"Quelles professions peut-on exercer après cette formation ?","FORMATION_DEBOUCHES"
"Quelles professions sont accessibles avec cette formation ?","FORMATION_DEBOUCHES"
"Quelles fonctions peut-on occuper après cette formation ?","FORMATION_DEBOUCHES"
"Quels types de fonctions sont accessibles après cette formation ?","FORMATION_DEBOUCHES"
"Quels postes professionnels sont accessibles après cette formation ?","FORMATION_DEBOUCHES"
"Quels métiers sont envisageables après cette formation ?","FORMATION_DEBOUCHES"
"Quelles professions sont envisageables après cette formation ?","FORMATION_DEBOUCHES"
"Quelles orientations professionnelles sont possibles après cette formation ?","FORMATION_DEBOUCHES"
"Quelles perspectives professionnelles offre cette formation ?","FORMATION_DEBOUCHES"
"Quelles perspectives de carrière offre cette formation ?","FORMATION_DEBOUCHES"
"Quels sont les emplois possibles après avoir suivi cette formation ?","FORMATION_DEBOUCHES"
"Quels sont les métiers possibles après avoir obtenu ce diplôme ?","FORMATION_DEBOUCHES"
"Que peut-on faire après avoir obtenu ce diplôme ?","FORMATION_DEBOUCHES"
"Quels métiers sont accessibles après l'obtention de ce diplôme ?","FORMATION_DEBOUCHES"
"Quels secteurs d'activité sont accessibles après cette formation ?","FORMATION_DEBOUCHES"
"Dans quels secteurs d'activité peut-on travailler avec cette formation ?","FORMATION_DEBOUCHES"
"Quels secteurs d'activité recrutent après cette formation ?","FORMATION_DEBOUCHES"
"Quelles entreprises peuvent recruter les diplômés de cette formation ?","FORMATION_DEBOUCHES"
"Quels types d'entreprises recrutent les diplômés de cette formation ?","FORMATION_DEBOUCHES"
"Dans quels environnements professionnels peut-on travailler après cette formation ?","FORMATION_DEBOUCHES"
"Quels postes sont proposés aux diplômés de cette formation ?","FORMATION_DEBOUCHES"
"Quels emplois sont proposés après cette formation ?","FORMATION_DEBOUCHES"
"Quelles carrières professionnelles sont possibles avec cette formation ?","FORMATION_DEBOUCHES"
"Quels débouchés professionnels peut-on avoir avec cette formation ?","FORMATION_DEBOUCHES"
"Quels métiers cette formation permet-elle d'envisager ?","FORMATION_DEBOUCHES"
"Cette formation ouvre la porte à quels métiers ?","FORMATION_DEBOUCHES"
"Cette formation mène à quels métiers ?","FORMATION_DEBOUCHES"
"Cette formation permet de travailler dans quels domaines ?","FORMATION_DEBOUCHES"
"Cette formation permet d'accéder à quels emplois ?","FORMATION_DEBOUCHES"
"Après cette formation, dans quel domaine peut-on travailler ?","FORMATION_DEBOUCHES"
"Après cette formation, quels métiers sont possibles ?","FORMATION_DEBOUCHES"
"Après cette formation, quelles carrières sont envisageables ?","FORMATION_DEBOUCHES"
"Après cette formation, quels emplois peut-on rechercher ?","FORMATION_DEBOUCHES"
"Après cette formation, où peut-on travailler ?","FORMATION_DEBOUCHES"

"Comment se passe l'admission à cette formation ?","FORMATION_ADMISSION"
"Quelle est la procédure d'admission pour cette formation ?","FORMATION_ADMISSION"
"Comment être admis dans cette formation ?","FORMATION_ADMISSION"
"Comment peut-on intégrer cette formation ?","FORMATION_ADMISSION"
"Quelles sont les conditions d'admission à cette formation ?","FORMATION_ADMISSION"
"Quelles sont les modalités d'admission ?","FORMATION_ADMISSION"
"Quelles sont les étapes pour être admis dans cette formation ?","FORMATION_ADMISSION"
"Comment faire pour intégrer cette formation ?","FORMATION_ADMISSION"
"Comment s'inscrire à cette formation ?","FORMATION_ADMISSION"
"Quelle est la procédure pour s'inscrire à cette formation ?","FORMATION_ADMISSION"
"Quelles démarches faut-il effectuer pour intégrer cette formation ?","FORMATION_ADMISSION"
"Quelles démarches sont nécessaires pour l'admission ?","FORMATION_ADMISSION"
"Comment déposer une candidature pour cette formation ?","FORMATION_ADMISSION"
"Comment candidater à cette formation ?","FORMATION_ADMISSION"
"Comment faire une demande d'admission ?","FORMATION_ADMISSION"
"Comment demander une admission dans cette formation ?","FORMATION_ADMISSION"
"Quelles sont les démarches pour demander une admission ?","FORMATION_ADMISSION"
"Comment se déroule la sélection des candidats ?","FORMATION_ADMISSION"
"Y a-t-il une sélection pour intégrer cette formation ?","FORMATION_ADMISSION"
"Comment les candidats sont-ils sélectionnés ?","FORMATION_ADMISSION"
"Quels sont les critères de sélection pour cette formation ?","FORMATION_ADMISSION"
"Sur quels critères les candidats sont-ils sélectionnés ?","FORMATION_ADMISSION"
"Comment sont choisis les candidats admis ?","FORMATION_ADMISSION"
"Comment savoir si je suis admis dans cette formation ?","FORMATION_ADMISSION"
"Comment connaître les résultats d'admission ?","FORMATION_ADMISSION"
"Quand sont publiés les résultats d'admission ?","FORMATION_ADMISSION"
"À quelle date les résultats d'admission sont-ils disponibles ?","FORMATION_ADMISSION"
"Quand aura lieu l'admission pour cette formation ?","FORMATION_ADMISSION"
"Quelles sont les dates d'admission ?","FORMATION_ADMISSION"
"Quelle est la période d'admission pour cette formation ?","FORMATION_ADMISSION"
"Quand faut-il faire sa demande d'admission ?","FORMATION_ADMISSION"
"Quelle est la date limite pour candidater ?","FORMATION_ADMISSION"
"Quelle est la date limite d'inscription ?","FORMATION_ADMISSION"
"Quand se termine la période de candidature ?","FORMATION_ADMISSION"
"À partir de quand peut-on candidater à cette formation ?","FORMATION_ADMISSION"
"Quand commencent les inscriptions pour cette formation ?","FORMATION_ADMISSION"
"Quand ouvrent les admissions ?","FORMATION_ADMISSION"
"Les admissions sont-elles encore ouvertes ?","FORMATION_ADMISSION"
"Est-il encore possible de candidater à cette formation ?","FORMATION_ADMISSION"
"Peut-on encore s'inscrire à cette formation ?","FORMATION_ADMISSION"
"Comment déposer son dossier de candidature ?","FORMATION_ADMISSION"
"Où faut-il déposer le dossier d'admission ?","FORMATION_ADMISSION"
"Comment envoyer son dossier de candidature ?","FORMATION_ADMISSION"
"Peut-on déposer le dossier en ligne ?","FORMATION_ADMISSION"
"Comment faire une candidature en ligne ?","FORMATION_ADMISSION"
"Existe-t-il une plateforme pour candidater ?","FORMATION_ADMISSION"
"Sur quel site faut-il faire la candidature ?","FORMATION_ADMISSION"
"Quelle plateforme utiliser pour l'admission ?","FORMATION_ADMISSION"
"Comment accéder au formulaire de candidature ?","FORMATION_ADMISSION"
"Où trouver le formulaire d'admission ?","FORMATION_ADMISSION"
"Quels documents faut-il fournir pour l'admission ?","FORMATION_ADMISSION"
"Quels documents sont demandés pour candidater ?","FORMATION_ADMISSION"
"Quelles pièces faut-il fournir pour le dossier d'admission ?","FORMATION_ADMISSION"
"Quelles pièces justificatives sont nécessaires pour l'admission ?","FORMATION_ADMISSION"
"Quels documents dois-je préparer pour ma candidature ?","FORMATION_ADMISSION"
"Que faut-il mettre dans le dossier de candidature ?","FORMATION_ADMISSION"
"Quels éléments doivent figurer dans le dossier d'admission ?","FORMATION_ADMISSION"
"Le dossier de candidature doit-il contenir une lettre de motivation ?","FORMATION_ADMISSION"
"Faut-il fournir un CV pour candidater à cette formation ?","FORMATION_ADMISSION"
"Faut-il fournir des justificatifs pour l'admission ?","FORMATION_ADMISSION"
"Quels justificatifs sont nécessaires pour l'inscription ?","FORMATION_ADMISSION"
"Y a-t-il des frais de candidature ?","FORMATION_ADMISSION"
"Faut-il payer pour déposer une candidature ?","FORMATION_ADMISSION"
"Combien coûte la procédure de candidature ?","FORMATION_ADMISSION"
"Les frais de dossier sont-ils obligatoires ?","FORMATION_ADMISSION"
"Y a-t-il un concours pour intégrer cette formation ?","FORMATION_ADMISSION"
"Faut-il passer un concours pour être admis ?","FORMATION_ADMISSION"
"Comment se déroule le concours d'admission ?","FORMATION_ADMISSION"
"Quelles sont les épreuves du concours d'admission ?","FORMATION_ADMISSION"
"Y a-t-il un examen d'entrée pour cette formation ?","FORMATION_ADMISSION"
"Faut-il passer un test d'entrée ?","FORMATION_ADMISSION"
"Y a-t-il un test de sélection pour cette formation ?","FORMATION_ADMISSION"
"Comment se déroule le test d'admission ?","FORMATION_ADMISSION"
"Y a-t-il un entretien pour être admis ?","FORMATION_ADMISSION"
"Comment se passe l'entretien d'admission ?","FORMATION_ADMISSION"
"Quels sont les critères pris en compte lors de l'entretien ?","FORMATION_ADMISSION"
"Comment se déroule l'entretien de sélection ?","FORMATION_ADMISSION"
"Est-ce qu'une sélection sur dossier est prévue ?","FORMATION_ADMISSION"
"L'admission se fait-elle sur dossier ?","FORMATION_ADMISSION"
"Comment fonctionne la sélection sur dossier ?","FORMATION_ADMISSION"
"Quels éléments sont évalués lors de l'admission ?","FORMATION_ADMISSION"
"Comment sont évaluées les candidatures ?","FORMATION_ADMISSION"
"Est-ce que l'admission est automatique après la candidature ?","FORMATION_ADMISSION"
"Faut-il attendre une confirmation après avoir candidaté ?","FORMATION_ADMISSION"
"Comment reçoit-on la réponse après une candidature ?","FORMATION_ADMISSION"
"Comment suis-je informé de la décision d'admission ?","FORMATION_ADMISSION"
"Par quel moyen reçoit-on la réponse d'admission ?","FORMATION_ADMISSION"
"Que se passe-t-il après le dépôt du dossier ?","FORMATION_ADMISSION"
"Quelles sont les étapes après avoir envoyé ma candidature ?","FORMATION_ADMISSION"
"Combien de temps faut-il attendre après une candidature ?","FORMATION_ADMISSION"
"Quel est le délai de traitement des candidatures ?","FORMATION_ADMISSION"
"Combien de temps prend la procédure d'admission ?","FORMATION_ADMISSION"
"Peut-on modifier son dossier après l'avoir envoyé ?","FORMATION_ADMISSION"
"Peut-on suivre l'état de sa candidature ?","FORMATION_ADMISSION"
"Comment suivre ma demande d'admission ?","FORMATION_ADMISSION"
"Où consulter le statut de ma candidature ?","FORMATION_ADMISSION"
"Que faire si ma candidature est refusée ?","FORMATION_ADMISSION"
"Peut-on faire appel après un refus d'admission ?","FORMATION_ADMISSION"
"Peut-on se réinscrire après un refus ?","FORMATION_ADMISSION"
"Comment confirmer son admission une fois accepté ?","FORMATION_ADMISSION"
"Que faut-il faire après avoir été admis ?","FORMATION_ADMISSION"
"Comment confirmer ma place après l'admission ?","FORMATION_ADMISSION"
"Quelle est la procédure après l'admission ?","FORMATION_ADMISSION"
"Comment finaliser son inscription après avoir été admis ?","FORMATION_ADMISSION"
"Quelle est la différence entre candidature et admission ?","FORMATION_ADMISSION"
"Comment fonctionne l'admission dans cette formation ?","FORMATION_ADMISSION"
"Quelles démarches dois-je suivre pour être admis ?","FORMATION_ADMISSION"
"Comment obtenir une place dans cette formation ?","FORMATION_ADMISSION"
"Quelles sont les modalités pour intégrer cette formation ?","FORMATION_ADMISSION"

"Quelle est la différence entre ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre ces deux filières ?","COMPARAISON_FORMATIONS"
"Pouvez-vous comparer ces deux formations ?","COMPARAISON_FORMATIONS"
"Je voudrais comparer deux formations.","COMPARAISON_FORMATIONS"
"Quelles sont les différences entre ces formations ?","COMPARAISON_FORMATIONS"
"Quelle formation est différente de l'autre ?","COMPARAISON_FORMATIONS"
"En quoi ces deux formations sont-elles différentes ?","COMPARAISON_FORMATIONS"
"Comparez-moi ces deux filières.","COMPARAISON_FORMATIONS"
"Quelle est la différence entre ces deux filières d'études ?","COMPARAISON_FORMATIONS"
"Comment comparer ces deux formations ?","COMPARAISON_FORMATIONS"
"Quels sont les points communs entre ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelles sont les différences et les similitudes entre ces formations ?","COMPARAISON_FORMATIONS"
"Ces deux formations sont-elles similaires ?","COMPARAISON_FORMATIONS"
"Ces deux filières sont-elles proches ?","COMPARAISON_FORMATIONS"
"Quelle différence y a-t-il entre ces deux parcours ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre ces deux parcours de formation ?","COMPARAISON_FORMATIONS"
"Comment ces deux formations se distinguent-elles ?","COMPARAISON_FORMATIONS"
"Sur quels points ces deux formations diffèrent-elles ?","COMPARAISON_FORMATIONS"
"Qu'est-ce qui différencie ces deux formations ?","COMPARAISON_FORMATIONS"
"Qu'est-ce qui distingue ces deux filières ?","COMPARAISON_FORMATIONS"
"Pouvez-vous faire une comparaison entre ces deux formations ?","COMPARAISON_FORMATIONS"
"J'aimerais avoir une comparaison de ces deux formations.","COMPARAISON_FORMATIONS"
"Je voudrais connaître les différences entre ces deux formations.","COMPARAISON_FORMATIONS"
"Je souhaite comparer ces deux filières.","COMPARAISON_FORMATIONS"
"Pouvez-vous m'expliquer la différence entre ces deux filières ?","COMPARAISON_FORMATIONS"
"Quelle est la meilleure des deux formations ?","COMPARAISON_FORMATIONS"
"Laquelle de ces deux formations est la plus intéressante ?","COMPARAISON_FORMATIONS"
"Quelle formation est la plus complète entre les deux ?","COMPARAISON_FORMATIONS"
"Laquelle de ces deux filières offre le plus de possibilités ?","COMPARAISON_FORMATIONS"
"Quelle est la plus avantageuse entre ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle formation est la plus adaptée entre ces deux options ?","COMPARAISON_FORMATIONS"
"Pouvez-vous m'aider à départager ces deux formations ?","COMPARAISON_FORMATIONS"
"Comment choisir entre ces deux formations ?","COMPARAISON_FORMATIONS"
"J'hésite entre deux formations, pouvez-vous les comparer ?","COMPARAISON_FORMATIONS"
"Je suis partagé entre deux filières, quelles sont leurs différences ?","COMPARAISON_FORMATIONS"
"Je voudrais savoir laquelle choisir entre ces deux formations.","COMPARAISON_FORMATIONS"
"Pouvez-vous comparer le contenu de ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle formation propose le meilleur programme entre les deux ?","COMPARAISON_FORMATIONS"
"Comment les programmes de ces deux formations se comparent-ils ?","COMPARAISON_FORMATIONS"
"Quelles sont les différences entre les programmes de ces deux formations ?","COMPARAISON_FORMATIONS"
"Les matières sont-elles les mêmes dans ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre les matières de ces deux formations ?","COMPARAISON_FORMATIONS"
"Comparez les matières enseignées dans ces deux formations.","COMPARAISON_FORMATIONS"
"Quelle formation propose les matières les plus différentes ?","COMPARAISON_FORMATIONS"
"Les compétences développées sont-elles les mêmes dans ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre les compétences développées dans ces deux formations ?","COMPARAISON_FORMATIONS"
"Pouvez-vous comparer les compétences acquises dans ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle formation permet d'acquérir le plus de compétences ?","COMPARAISON_FORMATIONS"
"Les débouchés sont-ils les mêmes pour ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre les débouchés de ces deux formations ?","COMPARAISON_FORMATIONS"
"Pouvez-vous comparer les débouchés de ces deux filières ?","COMPARAISON_FORMATIONS"
"Quelle formation offre les meilleurs débouchés entre les deux ?","COMPARAISON_FORMATIONS"
"Dans quels secteurs travaillent les diplômés de ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre les métiers accessibles avec ces deux formations ?","COMPARAISON_FORMATIONS"
"Comparez les métiers accessibles après ces deux formations.","COMPARAISON_FORMATIONS"
"Quelle formation offre le plus de débouchés professionnels ?","COMPARAISON_FORMATIONS"
"Les conditions d'admission sont-elles différentes entre ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre les conditions d'admission de ces deux formations ?","COMPARAISON_FORMATIONS"
"Comparez les conditions d'admission de ces deux formations.","COMPARAISON_FORMATIONS"
"Laquelle de ces deux formations est la plus facile d'accès ?","COMPARAISON_FORMATIONS"
"Les prérequis sont-ils les mêmes pour ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre les prérequis de ces deux formations ?","COMPARAISON_FORMATIONS"
"Comparez les prérequis de ces deux filières.","COMPARAISON_FORMATIONS"
"Faut-il le même niveau pour accéder à ces deux formations ?","COMPARAISON_FORMATIONS"
"Quelle formation demande le plus de prérequis ?","COMPARAISON_FORMATIONS"
"Quelle formation est la plus exigeante entre les deux ?","COMPARAISON_FORMATIONS"
"Laquelle de ces deux formations est la plus difficile ?","COMPARAISON_FORMATIONS"
"Quelle formation demande le plus de travail ?","COMPARAISON_FORMATIONS"
"Quelle est la différence de niveau entre ces deux formations ?","COMPARAISON_FORMATIONS"
"Comparez le niveau de difficulté de ces deux formations.","COMPARAISON_FORMATIONS"
"Ces deux formations ont-elles le même niveau d'études ?","COMPARAISON_FORMATIONS"
"Quelle formation est la plus technique entre les deux ?","COMPARAISON_FORMATIONS"
"Laquelle est la plus orientée pratique ?","COMPARAISON_FORMATIONS"
"Laquelle est la plus orientée théorique ?","COMPARAISON_FORMATIONS"
"Comparez l'aspect pratique de ces deux formations.","COMPARAISON_FORMATIONS"
"Comparez l'aspect théorique de ces deux formations.","COMPARAISON_FORMATIONS"
"Quelle formation contient le plus de matières pratiques ?","COMPARAISON_FORMATIONS"
"Quelle formation contient le plus d'enseignements théoriques ?","COMPARAISON_FORMATIONS"
"Les deux formations préparent-elles aux mêmes métiers ?","COMPARAISON_FORMATIONS"
"Est-ce que ces deux formations mènent aux mêmes métiers ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre les carrières possibles avec ces deux formations ?","COMPARAISON_FORMATIONS"
"Comparez les perspectives professionnelles de ces deux formations.","COMPARAISON_FORMATIONS"
"Quelle formation offre les meilleures perspectives professionnelles ?","COMPARAISON_FORMATIONS"
"Les compétences professionnelles acquises sont-elles différentes ?","COMPARAISON_FORMATIONS"
"Quelle formation développe le plus de compétences professionnelles ?","COMPARAISON_FORMATIONS"
"Comparez les compétences professionnelles de ces deux formations.","COMPARAISON_FORMATIONS"
"Les matières étudiées sont-elles très différentes entre ces deux filières ?","COMPARAISON_FORMATIONS"
"Quelle formation est la plus polyvalente entre les deux ?","COMPARAISON_FORMATIONS"
"Quelle formation est la plus spécialisée ?","COMPARAISON_FORMATIONS"
"Comparez la spécialisation de ces deux formations.","COMPARAISON_FORMATIONS"
"Ces deux formations ont-elles le même objectif ?","COMPARAISON_FORMATIONS"
"Quels sont les objectifs respectifs de ces deux formations ?","COMPARAISON_FORMATIONS"
"Comparez les objectifs de ces deux filières.","COMPARAISON_FORMATIONS"
"Quelle formation correspond au domaine le plus large ?","COMPARAISON_FORMATIONS"
"Quelle est la différence entre les parcours proposés par ces deux formations ?","COMPARAISON_FORMATIONS"
"Comparez les parcours de ces deux formations.","COMPARAISON_FORMATIONS"
"Ces deux formations offrent-elles les mêmes possibilités de carrière ?","COMPARAISON_FORMATIONS"
"Quelle formation offre le plus de possibilités après les études ?","COMPARAISON_FORMATIONS"
"Je veux connaître les avantages de chacune de ces deux formations.","COMPARAISON_FORMATIONS"
"Quels sont les avantages et les inconvénients de ces deux formations ?","COMPARAISON_FORMATIONS"
"Pouvez-vous comparer les avantages de ces deux filières ?","COMPARAISON_FORMATIONS"
"Quelle est la plus intéressante entre ces deux filières ?","COMPARAISON_FORMATIONS"
"Quelle formation choisir entre ces deux possibilités ?","COMPARAISON_FORMATIONS"
"J'hésite entre ces deux formations, quelles sont leurs différences ?","COMPARAISON_FORMATIONS"
"J'hésite entre ces deux filières, laquelle est la plus intéressante ?","COMPARAISON_FORMATIONS"
"Pouvez-vous m'aider à comparer deux formations qui m'intéressent ?","COMPARAISON_FORMATIONS"
"Je voudrais mettre ces deux formations en comparaison.","COMPARAISON_FORMATIONS"
"Pouvez-vous me dire laquelle de ces formations est la plus avantageuse ?","COMPARAISON_FORMATIONS"
"Quelles différences dois-je connaître avant de choisir entre ces deux formations ?","COMPARAISON_FORMATIONS"
"Quels sont les points forts de chacune de ces formations ?","COMPARAISON_FORMATIONS"
"Quelle formation semble la plus intéressante lorsqu'on compare les deux ?","COMPARAISON_FORMATIONS"
"Comparez ces deux formations sur les matières, les compétences et les débouchés.","COMPARAISON_FORMATIONS"
"Je voudrais une comparaison complète de ces deux formations.","COMPARAISON_FORMATIONS"

phrase,intention
"Pouvez-vous analyser mon profil ?","ANALYSE_PROFIL"
"Que pensez-vous de mon profil ?","ANALYSE_PROFIL"
"Pouvez-vous évaluer mon profil ?","ANALYSE_PROFIL"
"J'aimerais avoir une analyse de mon profil.","ANALYSE_PROFIL"
"Que pouvez-vous dire sur mon profil ?","ANALYSE_PROFIL"
"Comment décririez-vous mon profil ?","ANALYSE_PROFIL"
"Quels sont les points forts de mon profil ?","ANALYSE_PROFIL"
"Quels sont mes principaux points forts ?","ANALYSE_PROFIL"
"Quels sont mes points faibles ?","ANALYSE_PROFIL"
"Quelles sont mes principales qualités ?","ANALYSE_PROFIL"
"Quelles sont mes principales difficultés ?","ANALYSE_PROFIL"
"Quels sont mes atouts selon mon profil ?","ANALYSE_PROFIL"
"Quels sont mes points forts et mes points faibles ?","ANALYSE_PROFIL"
"Pouvez-vous identifier mes points forts ?","ANALYSE_PROFIL"
"Pouvez-vous identifier mes points faibles ?","ANALYSE_PROFIL"
"Que révèle mon profil ?","ANALYSE_PROFIL"
"Que pouvez-vous déduire de mon profil ?","ANALYSE_PROFIL"
"Comment interpréter mon profil ?","ANALYSE_PROFIL"
"Pouvez-vous interpréter mes réponses ?","ANALYSE_PROFIL"
"Que disent mes réponses sur mon profil ?","ANALYSE_PROFIL"
"Pouvez-vous analyser mes réponses ?","ANALYSE_PROFIL"
"Qu'est-ce que mes réponses montrent sur moi ?","ANALYSE_PROFIL"
"Quel est mon profil selon mes réponses ?","ANALYSE_PROFIL"
"Comment définir mon profil à partir de mes réponses ?","ANALYSE_PROFIL"
"Quel type de profil ai-je ?","ANALYSE_PROFIL"
"Pouvez-vous déterminer mon profil ?","ANALYSE_PROFIL"
"Pouvez-vous établir mon profil à partir de mes réponses ?","ANALYSE_PROFIL"
"J'aimerais comprendre mon profil.","ANALYSE_PROFIL"
"Je voudrais mieux comprendre mes capacités.","ANALYSE_PROFIL"
"J'aimerais savoir quels sont mes atouts.","ANALYSE_PROFIL"
"Je voudrais connaître mes points forts.","ANALYSE_PROFIL"
"Je voudrais connaître mes points faibles.","ANALYSE_PROFIL"
"J'aimerais comprendre mes aptitudes.","ANALYSE_PROFIL"
"Pouvez-vous analyser mes aptitudes ?","ANALYSE_PROFIL"
"Pouvez-vous évaluer mes capacités ?","ANALYSE_PROFIL"
"Quelles sont mes principales aptitudes ?","ANALYSE_PROFIL"
"Quelles capacités ressortent de mon profil ?","ANALYSE_PROFIL"
"Quelles aptitudes ressortent de mes réponses ?","ANALYSE_PROFIL"
"Quelles qualités ressortent de mon profil ?","ANALYSE_PROFIL"
"Quelles caractéristiques ressortent de mon profil ?","ANALYSE_PROFIL"
"Quel genre de profil semble correspondre à mes réponses ?","ANALYSE_PROFIL"
"Quel profil se dégage de mes réponses ?","ANALYSE_PROFIL"
"Quelle analyse pouvez-vous faire de mes réponses ?","ANALYSE_PROFIL"
"Pouvez-vous me faire un bilan de mon profil ?","ANALYSE_PROFIL"
"Quel bilan pouvez-vous faire de mon profil ?","ANALYSE_PROFIL"
"Pouvez-vous faire le bilan de mes aptitudes ?","ANALYSE_PROFIL"
"Pouvez-vous faire un bilan de mes compétences ?","ANALYSE_PROFIL"
"Comment évaluez-vous mes compétences ?","ANALYSE_PROFIL"
"Quelles compétences ressortent de mon profil ?","ANALYSE_PROFIL"
"Quelles compétences semblent être mes points forts ?","ANALYSE_PROFIL"
"Quelles sont mes capacités principales ?","ANALYSE_PROFIL"
"Dans quels domaines suis-je naturellement à l'aise ?","ANALYSE_PROFIL"
"Dans quels domaines semble-t-il que je sois à l'aise ?","ANALYSE_PROFIL"
"Quels sont mes domaines de prédilection ?","ANALYSE_PROFIL"
"Quelles activités semblent correspondre à mes aptitudes ?","ANALYSE_PROFIL"
"Quels types d'activités correspondent à mes capacités ?","ANALYSE_PROFIL"
"Que montrent mes matières préférées sur mon profil ?","ANALYSE_PROFIL"
"Que révèlent mes matières préférées ?","ANALYSE_PROFIL"
"Que peut-on comprendre de mes goûts scolaires ?","ANALYSE_PROFIL"
"Que disent mes matières préférées sur mes aptitudes ?","ANALYSE_PROFIL"
"Pouvez-vous analyser mes matières préférées ?","ANALYSE_PROFIL"
"Comment interpréter mes résultats scolaires ?","ANALYSE_PROFIL"
"Que révèlent mes résultats scolaires sur mon profil ?","ANALYSE_PROFIL"
"Pouvez-vous analyser mes résultats ?","ANALYSE_PROFIL"
"Que pensez-vous de mes compétences ?","ANALYSE_PROFIL"
"Comment évalueriez-vous mes compétences ?","ANALYSE_PROFIL"
"Quel est mon niveau selon mes réponses ?","ANALYSE_PROFIL"
"Comment évaluer mon niveau ?","ANALYSE_PROFIL"
"Quel est mon profil académique ?","ANALYSE_PROFIL"
"Comment décririez-vous mon profil scolaire ?","ANALYSE_PROFIL"
"Que pouvez-vous dire de mon profil scolaire ?","ANALYSE_PROFIL"
"Pouvez-vous analyser mon parcours scolaire ?","ANALYSE_PROFIL"
"Que révèle mon parcours scolaire ?","ANALYSE_PROFIL"
"Quels sont mes domaines de compétence ?","ANALYSE_PROFIL"
"Dans quels domaines ai-je le plus de capacités ?","ANALYSE_PROFIL"
"Dans quelles matières suis-je le plus à l'aise ?","ANALYSE_PROFIL"
"Quelles matières semblent correspondre à mes aptitudes ?","ANALYSE_PROFIL"
"Quels sont mes domaines de force ?","ANALYSE_PROFIL"
"Quels aspects de mon profil sont les plus intéressants ?","ANALYSE_PROFIL"
"Quels sont les éléments importants de mon profil ?","ANALYSE_PROFIL"
"Quels traits ressortent de mon profil ?","ANALYSE_PROFIL"
"Quelles tendances voyez-vous dans mon profil ?","ANALYSE_PROFIL"
"Quelle tendance générale ressort de mes réponses ?","ANALYSE_PROFIL"
"Y a-t-il un profil particulier qui ressort de mes réponses ?","ANALYSE_PROFIL"
"Pouvez-vous identifier les caractéristiques principales de mon profil ?","ANALYSE_PROFIL"
"Pouvez-vous résumer mon profil ?","ANALYSE_PROFIL"
"Pouvez-vous me faire un résumé de mon profil ?","ANALYSE_PROFIL"
"Comment résumeriez-vous mon profil ?","ANALYSE_PROFIL"
"Que retenez-vous de mon profil ?","ANALYSE_PROFIL"
"Quels éléments caractérisent mon profil ?","ANALYSE_PROFIL"
"Quelles sont les caractéristiques de mon profil ?","ANALYSE_PROFIL"
"Comment voyez-vous mon profil ?","ANALYSE_PROFIL"
"Quelle image donne mon profil ?","ANALYSE_PROFIL"
"Qu'est-ce qui ressort principalement de mon profil ?","ANALYSE_PROFIL"
"Qu'est-ce qui ressort de mes réponses ?","ANALYSE_PROFIL"
"Quels enseignements peut-on tirer de mon profil ?","ANALYSE_PROFIL"
"Quels enseignements peut-on tirer de mes réponses ?","ANALYSE_PROFIL"
"Pouvez-vous tirer un bilan de mes réponses ?","ANALYSE_PROFIL"
"Pouvez-vous analyser mes goûts et mes aptitudes ?","ANALYSE_PROFIL"
